өңір,өңір_код,температура,тұздылық,pH,кіру_қысымы,су_деңгейі,шығыс_қысымы_болжам
Қостанай,3,16.844138409627195,4600.923429525957,7.314513626830137,2.607229499449272,99.0512508698576,10.71521419451882
Атырау,4,29.848886568348792,5798.747391446252,8.040095062254778,5.986150795677096,37.36338350799122,12.90272716063514
Алматы,2,21.25111433806673,9350.952901105691,6.978252786285811,5.668590253677184,39.260190138339475,22.386193089434126
Алматы,2,14.121697018196919,7524.258352421946,6.916079339004185,2.257190799846456,32.44775979817341,17.750421450219044
Қызылорда,1,21.67895094042145,8000.735610661173,7.658841300510257,2.032544636867415,75.6445873454071,19.036338334019675
Атырау,4,21.50481372782406,6703.7036578575835,6.765472970706413,5.987133369508936,90.26306345402082,15.82642803070034
Қызылорда,1,24.337024890226463,3686.995038967517,6.95297310401825,4.222417909423268,20.11973648735954,8.503526205263675
Алматы,2,22.78085593113136,7436.790239124116,7.632845741879392,3.117104166834819,23.315441322474584,17.59326726502062
Қызылорда,1,15.989812035440123,8344.890197361516,7.755032318103675,2.17729235835472,52.81411749073584,18.86607642454202
Атырау,4,18.7204104902533,6965.929535804221,8.35761198288787,3.513929253543277,51.522276082440044,15.217796027704019
Маңғыстау,0,15.630437635570669,8688.800758136165,6.800070298467195,2.697926320244519,61.62060664963662,20.517736181436316
Қостанай,3,15.328130689793134,8318.39052961991,7.975768040774012,2.3078402751027904,90.64669568015073,19.311177166201073
Атырау,4,23.669839305038135,4798.951649881241,6.584782893812412,5.1148861758775315,75.02184493063291,11.238591645956436
Алматы,2,18.33596757516312,4002.1407638539035,8.052958952498084,5.585902307866138,46.410638124384214,8.40989583085837
Атырау,4,27.383825343829205,7914.736384468597,7.515651052358285,5.719370269912897,93.71266116946713,18.801698693735982
Қостанай,3,19.69060554111857,8403.24548794319,7.940200756828215,3.222609795322284,65.49769812257323,19.056637974255658
Қостанай,3,23.98628323906364,8385.676212829881,8.496740569894488,4.8028773712142305,53.17042603167576,19.33816922470646
Маңғыстау,0,12.17622381426301,3290.744583057155,7.748011037235743,3.6341187201372915,26.71023723316857,6.831203656633993
Маңғыстау,0,17.67142414326111,9523.81677010716,8.487636152464246,4.44915235118523,50.596306961161886,21.618484152057817
Атырау,4,25.057107306812707,4040.9976534620073,8.186839713948808,4.169520604292847,41.30579907005085,8.842000814985811
Қызылорда,1,22.223825965180662,3390.4647521272977,7.823358657840608,5.475603649107821,68.52937594219493,7.482133357357936
Атырау,4,27.621609007079464,4868.880759826292,7.038461813033769,3.501518767622413,33.755730105805135,11.93225156015581
Алматы,2,14.940707746280923,9293.371146862371,6.834744146263812,4.4008714980704795,50.47416447389793,21.675443574094345
Атырау,4,12.955501135560613,7793.53775374957,8.236215735032243,3.152076662476606,24.707637276792475,17.53303970194476
Атырау,4,20.674272951434844,5337.31792920772,8.441102073473873,2.789878990046527,36.83800017784086,11.908079360142477
Маңғыстау,0,26.483820362409993,6576.908692198326,6.705570519815728,3.007573885011194,73.17231891872109,15.824017308139892
Атырау,4,19.45304163942154,4857.98471957168,7.665014081492923,3.9018770371150056,71.9001906909986,10.619068540656592
Қостанай,3,28.216208381540593,7444.859024742837,7.6369737180774795,3.721283778822335,51.11416008129812,18.036347442852694
Маңғыстау,0,11.072222932653249,5504.525722651923,7.904980274453477,5.5612284690835665,29.334113411689138,11.89323725935903
Атырау,4,16.52311848147557,6636.292980130567,6.558655802636305,2.6788560144205342,61.558294143129466,15.030346310610048
Алматы,2,20.66028555302318,6318.086437019055,6.893714001827133,3.4707439728513276,64.44543262385908,14.899689774626761
Маңғыстау,0,17.335155898027047,3498.931054878921,6.568691788551947,5.463845047130453,74.1498311425234,7.348797462106866
Маңғыстау,0,20.244926982515917,5181.408524477103,8.131269414367743,2.383592266108227,80.22117573896676,11.633531577681456
Қызылорда,1,17.845945473382184,6571.170039464099,6.879798892598146,3.870039354290257,58.80367281745063,14.775033446418426
Маңғыстау,0,19.65615018612445,3852.0255107490293,7.34035654162786,2.535263556016572,97.08362191633314,8.1265328675448
Алматы,2,15.1521675493888,3809.5023344966185,7.578691950918454,3.83508686097638,90.38271126158897,8.123511754543593
Қостанай,3,23.59409979380313,4997.194598479501,8.050043593024267,3.1492125864501253,68.62355675777573,10.902438094253148
Алматы,2,17.393558653555605,9926.212651604674,7.924948021647532,2.7873247426644356,48.18027301262893,23.37916189835365
Қызылорда,1,18.84267505669233,8069.962998546212,7.52355417417651,3.114956978298731,90.28953096149034,18.532120709060475
Алматы,2,26.3205618257564,7499.2014979170945,8.064271720045317,5.622375520496563,48.7281917845944,17.971572570964405
Атырау,4,18.95728651152147,3113.0339800655147,8.323359842447363,2.874153708240155,32.084290961225975,6.442529389348745
Маңғыстау,0,14.247495977387942,7756.797711881719,7.060253296179956,3.940888202404003,88.11436294536637,18.046683793009933
Атырау,4,12.821810961288854,8412.403881292572,7.079977538839451,5.001679787158676,99.52831164709795,19.465177173387954
Қызылорда,1,17.531822141842724,4476.483578539035,7.378653967474776,4.6026009426335746,46.12187704865355,10.667579095884753
Қостанай,3,19.551544391818897,9330.846853832156,6.57284152571073,4.9886967281080565,69.17774684293,22.193184384699777
Атырау,4,13.250447471417866,9523.873064810934,6.955662260542074,3.2960586621265153,40.61169965708171,22.24146648321386
Қостанай,3,29.79604211041645,5979.063449477852,7.558301692458852,4.796484535693645,21.05000057919262,13.804795313084306
Маңғыстау,0,28.8652354770004,8546.829164960809,7.805064642774318,2.0365218105591256,29.432426113498966,20.461375867815015
Атырау,4,21.569596118992955,7292.045303988452,6.7271336395203765,2.0613711055682646,91.12206115072594,16.91666669474642
Атырау,4,23.272480428502412,6265.3593516004275,6.872713949123456,4.952839696132528,32.9708849502229,14.97950707205246
Қызылорда,1,28.477454974891973,5426.376750034642,7.289823808306144,5.03667335281561,77.22018382313811,12.927860155298836
Қызылорда,1,18.939511116900682,6270.569547740781,7.2966330732636795,3.5377311398324123,79.85494534612745,14.525874649418627
Атырау,4,29.794424051678515,5012.906822784811,8.182117789362687,3.06770990489463,63.954522935130726,11.364006143234041
Маңғыстау,0,21.549128781814435,3132.235087575038,7.282663913274823,5.008145479555208,70.2611240380161,6.610844037045056
Маңғыстау,0,23.51790551618261,8354.568190368567,7.276420687889265,2.4619701616130163,73.35669097470692,19.529675762261796
Маңғыстау,0,14.82497691444137,9720.697553965012,7.683295020135248,4.4482710986699185,94.27415580362464,22.86849319623386
Маңғыстау,0,26.001798140794744,5771.4419284265505,8.198587081253367,5.1749005806425625,55.71298731559537,13.710362826538155
Атырау,4,11.438094272619088,6021.733292965726,8.129502990853428,5.60201600733035,87.47133507906257,13.565947891880738
Қызылорда,1,18.978032582524293,7693.707470849881,7.402313168871176,4.410778936187315,41.13480713674083,18.168257227053253
Алматы,2,25.99034191851219,8013.047925070469,8.164364767627546,4.801368734669237,29.03793392131621,19.124666047280968
Қостанай,3,10.631308933708732,3010.9480399470476,7.95186207351742,5.796460962118318,39.246115137770104,5.367626957937765
Алматы,2,13.71926076269516,3435.683958670941,8.247873018403384,3.874874627669076,64.70836105632468,6.981398985416527
Атырау,4,12.698629236552026,3933.072421277094,8.125087942084464,5.055533805349243,29.642428212144072,8.357814358308897
Қостанай,3,18.8965583596694,8111.6813960590525,8.426804563582863,2.975140350272355,45.31925255815574,18.63967568565385
Маңғыстау,0,10.070640802271644,8240.305262572901,8.058747991426795,3.0777405547511623,67.24284696590536,18.786460412069072
Қостанай,3,24.915894415253764,7145.569657643571,7.024736758469039,5.388364147087395,86.22646140804254,17.402260126040858
Алматы,2,22.852627689242077,3476.7176394562257,6.941826508189166,3.4154145591273295,92.52463595183369,8.066156666814136
Атырау,4,13.371714041106923,5349.719274268183,8.078024424597942,3.2781551198086336,61.011601690464815,11.72718066049911
Атырау,4,25.824216823020098,3900.5094926486067,7.493585825392408,5.0312900066560715,32.19380170527376,9.09284079462514
Қостанай,3,16.369436025556272,9776.03695999118,7.239170973089457,2.7703342649760576,70.98524954819892,22.97298946096962
Маңғыстау,0,22.184322516580888,5457.380269694756,6.818326636646946,2.857267541073222,41.896511307888844,13.151712985485174
Қостанай,3,28.788705442865236,5640.779224130312,7.77348285306879,2.8107554664511465,26.365436761028125,12.846937624521066
Атырау,4,26.894194783318344,6994.7554377670085,8.093439035447833,4.987061667878563,70.68288750779972,16.369558090306448
Атырау,4,25.939406356475573,5790.6083849688075,6.696814511236651,4.423418010310273,94.04681907392563,13.90489305114902
Қызылорда,1,11.664171120165353,6403.088098550394,6.534228033017267,4.403609025958609,46.69874590709432,14.270517033547303
Қызылорда,1,17.355379237717486,5393.080534481633,7.882571050817317,3.962116238833423,78.147761215809,11.642254742058949
Қызылорда,1,19.19286908062833,3626.9882140315526,8.258118391027368,4.851322367413033,67.25138093308821,7.515551464197909
Атырау,4,14.590626929341786,8460.25912616308,7.825686328940006,2.0945476277603037,82.0880469946434,19.188521721043827
Алматы,2,29.779784054928133,9401.480629062662,6.765311900079719,5.1911435312823855,66.34035504704634,23.034619959551296
Қызылорда,1,17.350299715778064,6710.508695132641,7.973044076667387,2.633555769950772,71.81916671174345,14.984673140854184
Маңғыстау,0,12.73367527940642,9979.166779418423,6.6510855556460555,2.219194918158371,47.60866611181011,23.631350118122402
Алматы,2,10.691543683494418,8996.311674191,7.181589091542031,3.7613027822050817,75.89005195274812,20.781104187804072
Қызылорда,1,11.245772575172378,3724.266803122596,7.935626438086807,5.297150599647425,55.12862448857079,7.425550830950082
Атырау,4,21.968810111627064,3107.1411952308335,7.397794868243031,5.390773968486709,43.81423907102801,6.5338279008215085
Маңғыстау,0,19.35685130122227,9712.456334778328,7.841403674422567,5.6952214716495515,50.39596557531118,22.68097476346023
Атырау,4,18.023052754202528,7353.182715998584,8.460526233771459,5.018507302252072,96.21735306328969,16.35712808216676
Маңғыстау,0,13.889030959293665,9141.864410186712,8.436147750825098,3.5509270846874466,28.290915927289824,21.438062207037188
Атырау,4,23.746532011800138,3446.7185979630685,7.1034131995726995,4.962303669020505,62.798945954835695,7.745050091741731
Қостанай,3,16.10861889753676,9619.833035101346,6.635366089339444,3.8810836758391947,97.54009138065933,22.751291413996796
Қызылорда,1,26.70015675117599,9813.721574648167,8.04821049743114,4.485685492387583,78.64165242415261,23.163803222292525
Қостанай,3,21.44077508453171,5932.450329971166,6.859589190848656,4.239416253780423,85.88769550425202,14.121629011149976
Атырау,4,25.865388307759723,5771.559123973484,6.764269385683029,5.982809082945478,81.48341400542533,13.770475393115614
Қызылорда,1,11.612456229122227,8564.343985209574,8.03638336373426,4.447128477298761,23.390260919218797,20.1546382899069
Қостанай,3,15.740151548884638,4125.164449062975,8.253733741766306,2.497983394488049,88.5879336629293,8.533116323690695
Қостанай,3,19.967322613077116,8578.692094890112,8.012711820470665,3.885485072929842,98.414198186602,20.034626737194323
Қызылорда,1,12.112304830001477,9185.040064106066,8.011523330243689,3.285355677267558,86.20193455902803,20.7827778152438
Қостанай,3,21.85454851031238,9529.396026762714,6.539119520903275,5.381165398660151,34.68369022469826,22.727275610223252
Маңғыстау,0,13.389638994931072,3291.108260764572,6.730660552750973,2.9015350075129342,57.79535690537054,6.806158345882283
Маңғыстау,0,14.391523243255339,9116.316811566363,7.729085951420084,5.662512696564953,38.961388750409405,20.994943717669535
Алматы,2,23.267876138457314,8074.915542111816,8.431215233241213,2.9100422328499747,64.64324812559869,18.731363822804465
Маңғыстау,0,13.950944353411183,4991.467553916099,8.209656157140039,4.094214675746521,46.37945488264785,10.06169961038521
Маңғыстау,0,22.102239361119437,7161.246436829227,6.922714327226005,3.122707985789542,53.6726783304734,16.760340622866927
Қызылорда,1,25.341795052129385,4336.364625175468,7.7791878542218305,3.188764799397932,65.60911644700835,9.989106018296454
Маңғыстау,0,21.15639163549407,7357.883975643079,7.9343427109069795,5.686498567837042,74.45790793730178,17.377929905572703
Қызылорда,1,25.271130591728255,3374.8072063454374,7.614910062561471,3.052205026357643,47.13305756217137,6.8487894388284065
Алматы,2,10.57099570421611,6366.019436597405,6.585380555077928,4.65234974058695,84.35318940785567,14.032014880095446
Атырау,4,23.10525191460794,4734.060737257385,6.841269968676464,4.5431269172223345,87.95047895705582,10.925932621273631
Қостанай,3,27.477700118265687,6958.443246695908,8.241344484665063,4.427946561080438,47.92498189556415,16.827874044567
Маңғыстау,0,18.57156214068792,7639.770309085636,7.683595788348963,3.7274493916283005,44.815445224357745,17.571180184103863
Атырау,4,18.633217654456967,8252.601504915463,6.515638409562989,3.9501067913675927,75.49627357967614,18.9946336308683
Қостанай,3,25.56829613545314,3444.01670312941,8.18220121125681,4.280972391846957,85.17638558931279,7.511894461253765
Алматы,2,26.41337139743876,4958.362390631904,7.722539822190157,3.879296751678473,62.570412876192435,11.35225515253457
Атырау,4,29.552764449691228,6887.453828550215,8.412560771921953,3.5162046158064784,50.96634621306997,16.247125861654993
Алматы,2,22.433769664316422,3732.6435785949575,8.060016596862203,3.050130641642366,39.69186099887941,7.824382170970267
Алматы,2,10.783042327090142,9148.804182517846,6.5528196336648,2.7675890346637924,73.4102939156935,21.288696654592226
Маңғыстау,0,18.798092907962438,8759.195802592034,7.185902681998879,2.2556374599684696,49.4352764166952,21.066337039154714
Қостанай,3,21.589273473469564,3175.2951920858914,8.267416759475594,2.3090381955402925,51.545869899434834,6.7382519997797266
Атырау,4,14.24940977080594,8645.43459299524,6.676486836348998,3.698792193357144,77.61614109105378,20.570563347511648
Алматы,2,19.428241051787655,4081.3520792517165,8.10477864937792,2.3328613817161594,60.01777360362797,9.668874650579394
Атырау,4,15.981041858131777,9246.000926853452,8.364936527474027,5.771621599401648,22.52142075768786,21.063339405130314
Атырау,4,18.804257272694297,4834.968395857833,6.951194141426585,5.604370606890013,22.27577875780943,10.502174084828685
Қызылорда,1,23.670569615442584,4807.997990837291,8.292821032600614,2.3267575842536803,55.10203991075223,10.178104210065154
Маңғыстау,0,15.360682383453225,3580.5493238027366,8.040197282323126,4.688749108108553,87.73754334482939,7.740453516344917
Қостанай,3,14.967304493915437,9269.770437950563,6.582411319582514,4.006928634659607,98.14205182972137,21.82252267315601
Атырау,4,13.440537326559811,4864.448904755787,7.46843503739119,3.9352495241360685,80.09798987986217,10.384054165800059
Қостанай,3,25.96199075871386,6061.4541251883975,6.9593528599860734,4.76045645173444,31.969997202214337,14.573272381055826
Қостанай,3,21.11123750579768,4279.025147582463,6.5545159681793885,3.0570301825415154,51.60161383341216,9.885273237950148
Қостанай,3,20.657031260874415,3405.135310161311,7.692728516956065,2.2607698145877726,66.33054565598943,7.321410169991542
Алматы,2,28.08315199289654,6983.539565351591,7.672914329430137,2.2112458187684836,36.65846046252504,16.581433953231663
Алматы,2,11.265021701974717,4587.59753847617,7.619805034149894,3.1114217530055055,48.670236323416546,9.631497206643346
Алматы,2,16.730588706053684,6099.946969709147,8.126035461599294,3.453065103913463,86.4363260614787,13.477629680938435
Қызылорда,1,29.15428287803801,9381.341484661458,7.041612531622758,4.06444661189866,75.26649246569151,22.7502711865556
Қостанай,3,24.304784542354433,3066.1334387598436,7.853309249700924,2.846694858494285,66.24964531593943,6.6978275608169255
Маңғыстау,0,13.570993705620012,9856.369405671812,6.972351364692374,3.714543862184132,38.12046070221918,22.5815795163373
Қызылорда,1,21.971631955163943,7459.003197978744,8.478000501987395,2.1085811421283296,91.52724178715243,17.482719636940683
Маңғыстау,0,28.670218210720932,4064.175982298417,6.6312709167914266,3.2071815790063276,83.28309118973847,9.73666921419172
Атырау,4,29.814470101018607,8813.205052822075,7.178338706926576,3.420602091229541,95.52020965189583,21.4398558982019
Алматы,2,29.22956477721312,5222.646087682182,8.074391741048554,2.7216151202246994,69.29422044203028,11.89142505112695
Қостанай,3,11.542189894699177,9711.85349920512,7.588184629668502,5.453978248575728,39.24635496575882,22.0957417742146
Алматы,2,14.231425072259958,6891.1392004989375,6.566388271524248,4.6097254008582365,96.74953125628062,15.749877982206447
Алматы,2,10.410316898677749,9935.567033832225,6.809130986678337,5.512954253711252,68.15591882506635,23.11473075587471
Алматы,2,14.428705285079403,9472.472043868753,7.067076564337313,4.855831996642392,65.82300848747225,22.519412080483722
Алматы,2,29.100541295804526,7057.43696559176,7.182549254211575,5.409281640214747,35.78126244859463,16.76513226119917
Атырау,4,25.232892758498156,3201.633734511881,7.9939629591899415,5.632264229516036,42.12122583921059,7.15093153712446
Қостанай,3,29.469572220574346,8469.714564041833,6.673913709324083,4.9668950274665775,65.0423421829385,20.72105347259463
Алматы,2,10.652890373856165,3576.019592851826,7.416504179694039,5.381820270124466,45.346616525015044,7.339917679711536
Алматы,2,10.335122790759314,4500.388167472029,8.225767971426894,2.503114377818484,29.799302397149194,9.421085256944476
Алматы,2,16.503579571081033,8381.937093875462,7.453281437009701,5.715413838876076,46.72953629571182,20.015059308580952
Қызылорда,1,11.212216598654003,9478.46631133057,7.982549230743055,5.243948967173733,54.88533736277573,22.147829529895798
Маңғыстау,0,13.569659605541895,9515.214266724186,7.097151932762904,2.2661485261129815,39.23123277177809,22.660395722811263
Қостанай,3,28.812531184803433,9191.948893905172,8.370171250785553,3.1880946916203445,89.69979932774164,21.57885954974813
Атырау,4,27.51064986986602,6947.448433216152,6.893438164511027,5.895355145816363,72.5485126810167,17.024585787875125
Маңғыстау,0,24.238913271408034,6558.59938830412,8.272916339927855,3.93720016945728,58.504368210336715,15.106299961142609
Қызылорда,1,15.992683713258348,8993.17004248051,7.5137125124337905,4.735174960217682,25.89500278270739,20.919089375855062
Маңғыстау,0,14.070195848778093,3674.116041826606,6.942089852419845,4.812915254996263,80.75705660726364,8.259151568927386
Қызылорда,1,16.077987577774913,9655.348459942077,7.3258814645879875,2.710003811133721,31.80850208883041,22.794482503507265
Атырау,4,11.79505815954137,4708.0484117562955,7.694791375180511,3.4849247083050683,28.106016832543972,10.138567634004682
Алматы,2,28.155429166545293,3233.7483014625914,8.38061358942127,5.805371415649469,30.354267904432355,6.7692885668967415
Алматы,2,20.004185143734475,5171.204124330966,7.0140996855516855,4.770114092261043,87.84984313256362,11.800185132677854
Қостанай,3,20.647166910356137,9789.203150754482,7.23033785171139,4.934687494290114,34.56155412056617,23.612466072330847
Қостанай,3,19.44202610067497,9410.263706933356,7.863445441294173,2.105001892149635,70.83190582594904,22.37780085331728
Маңғыстау,0,20.901787181149412,8569.619703879924,7.70768722465417,2.4338151285525824,33.30256466468932,20.411259152199623
Алматы,2,26.7714967969754,3212.3312262661566,7.214307428428183,3.552339098877677,62.0997432737883,7.397709166774313
Қостанай,3,13.562801466389027,3015.175527892397,8.13809085604107,3.725047641168222,71.15948070842711,5.971395093952428
Алматы,2,10.784502151462508,4349.208478567124,7.790742153228884,3.982914393361586,64.83537004817235,9.017084226852194
Алматы,2,28.194681191683912,5005.403320344427,7.97985727704248,3.410878328456815,56.72676137435695,11.607933415385974
Атырау,4,21.605657010523963,3858.818450344422,8.409621458314604,3.124840465153372,80.75997317130116,8.320881588170048
Маңғыстау,0,18.59924852756493,7048.677758831347,8.113068798431266,2.0983876542124977,65.74823208431876,16.349149016968013
Қызылорда,1,21.647663016681474,3551.0163040566877,7.625131251709261,4.683728440917557,90.36148881669004,7.2629789109451
Маңғыстау,0,27.392271266812593,3850.5553319408555,8.416873533918364,3.72465659765142,23.646928548760737,8.667163634450336
Маңғыстау,0,17.876786597676656,3545.4214972555146,6.8510160782482945,3.638744504796697,52.173729516260664,7.51447763097625
Атырау,4,20.92313943807575,7948.720073661892,7.69154957035239,2.8922085419455787,55.62897968779279,18.591651030803522
Маңғыстау,0,28.406972756510292,9972.535497424236,8.194990366701427,3.733678357625795,64.94252139704057,23.421038730979184
Атырау,4,22.559202651684636,7920.120490072404,7.036349530283548,3.6127926558701557,22.913945467609622,19.333459726641596
